blh,valid_time,d2m,latitude,longitude,sp,sshf,ssrd,strd,t2m,tcc,tp,u10,v10
322.407470703125,2016/1/19 6:00,267.6509704589844,31.1922,121.4317,102928.8516,44329.75,0.125,732082.5,271.4003906,0,0,2.53255033493042,-1.857657552
303.5540771484375,2016/1/19 7:00,267.5062255859375,31.1922,121.4317,102987.875,44893.625,421.75,726847,271.2638854980469,0,0,2.607227325439453,-1.870938301
443.4063720703125,2016/1/19 8:00,267.51312255859375,31.1922,121.4317,103034.0859,-29027,275219.75,727697.875,271.9891662597656,0,-1.86E-09,2.8460912704467773,-2.197890282
869.1397705078125,2016/1/19 9:00,265.96612548828125,31.1922,121.4317,103088.3203,-235665.25,941053,733566.4375,272.92742919921875,0,0,2.590684652328491,-2.95169282
1032.2742919921875,2016/1/19 10:00,265.5401916503906,31.1922,121.4317,103123.6406,-470063.4375,1594035.375,739871.75,275.53485107421875,0.026948243379592896,0,1.9190809726715088,-3.547492027
1132.882568359375,2016/1/19 11:00,265.3001708984375,31.1922,121.4317,103096.9844,-659284.9375,2075893.375,754500.75,276.04290771484375,0.06598201394081116,0,1.5439040660858154,-3.702106714
1245.82080078125,2016/1/19 12:00,265.7252502441406,31.1922,121.4317,103046.4219,-757082.0625,2317097.25,782610.0625,276.4765625,0.08536157011985779,-9.31E-10,1.3711471557617188,-3.928563833
1329.3331298828125,2016/1/19 13:00,264.718505859375,31.1922,121.4317,102990.625,-756266.5,2338654,778341.375,276.8865661621094,0,0,1.191998839378357,-4.298275471
1341.781982421875,2016/1/19 14:00,264.69976806640625,31.1922,121.4317,102918.8125,-670581.125,2079254,823968.6875,276.96826171875,0,0,0.7289891242980957,-4.534592628
1303.50830078125,2016/1/19 15:00,264.8377685546875,31.1922,121.4317,102916.9688,-506193.7188,1646738.75,787959.125,276.9303894042969,0,0,0.06422948837280273,-4.453517437
1222.618896484375,2016/1/19 16:00,264.965576171875,31.1922,121.4317,102949.9531,-254708.9375,1028998.25,784866.625,275.89398193359375,0,-9.31E-10,-0.465158939,-4.342198372
908.705810546875,2016/1/19 17:00,265.27679443359375,31.1922,121.4317,103002.4609,-8346.875,359354.125,779516.75,275.4383850097656,0,-9.31E-10,-0.659834862,-3.636041641
576.5025634765625,2016/1/19 18:00,266.2457275390625,31.1922,121.4317,103066.0078,82038.4375,6773.25,774220.5625,274.064208984375,0,0,-0.57937479,-3.300179243
549.8148193359375,2016/1/19 19:00,266.7178649902344,31.1922,121.4317,103144.6953,76261.4375,0.125,770362.625,273.8922424316406,0,9.313225746154785E-10,-0.604349077,-3.150320053
538.485107421875,2016/1/19 20:00,267.00048828125,31.1922,121.4317,103171.7656,72651.3125,0,758181.4375,273.700439453125,0.037782490253448486,0,-0.272140265,-2.814869881
487.8300781,2016/1/19 21:00,267.31866455078125,31.1922,121.4317,103249.8281,56302.9375,0,758010.0625,273.4796447753906,0.1957029402256012,0,-0.071181774,-2.580667973
429.5174560546875,2016/1/19 22:00,267.5230712890625,31.1922,121.4317,103270.9688,37635.875,0,755965.25,272.4102783203125,0.20742222666740417,0,0.025398731231689453,-2.551315308
322.4891357421875,2016/1/19 23:00,267.6445617675781,31.1922,121.4317,103284.8359,27318.8125,0,766206.375,272.0755920410156,0.11252346634864807,-1.86E-09,0.6270499229431152,-2.476227045
251.4376220703125,2016/1/20 0:00,267.81390380859375,31.1922,121.4317,103258.6719,27206.75,-0.25,776395.25,272.2310791015625,0.08328628540039062,1.862645149230957E-9,1.2037503719329834,-2.279373884
212.8548583984375,2016/1/20 1:00,268.313232421875,31.1922,121.4317,103270.8359,36043.5,0,786538.25,272.8056335449219,0.19335296750068665,0,1.472809076309204,-1.983922958
201.27294921875,2016/1/20 2:00,268.31561279296875,31.1922,121.4317,103276.2109,32364.25,0,848931.75,272.78094482421875,0.24569299817085266,1.862645149230957E-9,1.491001844406128,-2.07349968
222.16162109375,2016/1/20 3:00,268.69085693359375,31.1922,121.4317,103273.9297,37843.8125,-0.125,813818.375,272.9125671386719,0.5947538018226624,0,1.414881944656372,-2.338156939
274.5166016,2016/1/20 4:00,269.1721496582031,31.1922,121.4317,103253.3906,10456.375,0.125,940480.1875,272.9476013183594,0.9778127074241638,1.862645149230957E-9,1.328587293624878,-2.541799068
288.6495361328125,2016/1/20 5:00,269.21624755859375,31.1922,121.4317,103255.2344,18295.125,0,944937.75,273.3728332519531,0.9661544561386108,0,1.0195915699005127,-2.633069038
306.442626953125,2016/1/20 6:00,269.1607666015625,31.1922,121.4317,103309.2969,15077.625,0,974678.4375,273.5984802246094,0.9779042601585388,1.862645149230957E-9,0.9277443885803223,-2.464610815
314.5859375,2016/1/20 7:00,269.4371643066406,31.1922,121.4317,103298.6484,11917.5,244.875,1008884.188,273.89422607421875,0.9939572811126709,0,0.29228460788726807,-2.465352535
423.201904296875,2016/1/20 8:00,269.4727478027344,31.1922,121.4317,103243.7578,-15704,145261.75,1005274.875,274.3795471191406,0.9402743577957153,0,-0.151559114,-2.434745312
